 Date,Campaign_Source,Video_ID,Category,Subcategory,Presenter,RPV,TotalViews,ViewsOffsite,ViewsOnsite,GrossRevenue,TotalUnitsSold,TotalSecondsViewed,SecondsViewedOffsite,SecondsViewedOnsite,SalePrice
10/13/15,syndication-aol-hp-test,2326,Home,Kitchen & Food,Marcy McKenna,0.07,17080,16396,684,1225,23,1183510,1151645,31865,53.26
10/13/15,syndication-aol-hp-test,2274,Accessories,Bags,Zoe Ruderman,0,1181,1170,11,0,0,41898,41404,494,
10/13/15,syndication-aol-hp-test,,Beauty,Makeup,Susan Yara,0.08,37356,37109,247,3151,125,2165293,2154053,11240,25.21
10/12/15,syndication-aol-hp-test,2414,Beauty,Skincare,Jenny Patinkin,0.26,1156,1117,39,302,11,50699,49175,1524,27.45
10/12/15,syndication-aol-hp-test,2285,Accessories,Fashion Jewelry,Grasie Mercedes,0.22,1782,1755,27,396,2,61262,60541,721,198
10/12/15,syndication-aol-hp-test,2424,Apparel,Outerwear,Zoe Ruderman,0.36,7059,6687,372,2528,26,330802,311117,19685,97.23
10/10/15,syndication-aol-hp-test,2288,Beauty,Skincare,Mikaela South,0.28,2479,2444,35,696,26,277082,273312,3770,26.77
10/10/15,syndication-aol-hp-test,1567,Apparel,Sweaters,Tienlyn Jacobson,0.31,7677,7564,113,2368,16,329119,324689,4430,148
10/10/15,syndication-aol-hp-test,2257,Apparel,Dresses,Alison Deyette,0.14,1199,1190,9,170,1,58630,58089,541,170
10/9/15,syndication-aol-hp-test,2414,Beauty,Skincare,Jenny Patinkin,0.19,20386,19732,654,3820,191,977777,945268,32509,20
10/9/15,syndication-aol-hp-test,2423,Accessories,Fashion Jewelry,Jamie Krell,0.16,3323,3281,42,544,8,107518,105795,1723,68
10/8/15,syndication-aol-hp-test,2423,Accessories,Fashion Jewelry,Jamie Krell,0.13,1073,1008,65,136,2,40094,36721,3373,68
10/8/15,syndication-aol-hp-test,2385,Home,Storage & Organization,Marcy McKenna,0,2970,2845,125,0,0,185780,179903,5877,
10/8/15,syndication-aol-hp-test,2404,Beauty,Makeup,Zoe Ruderman,0.33,13847,13577,270,4620,231,778162,761314,16848,20
10/7/15,syndication-aol-hp-test,2385,Home,Storage & Organization,Marcy McKenna,0.35,14735,13781,954,5145,105,885614,823033,62581,49
10/7/15,syndication-aol-hp-test,2257,Apparel,Dresses,Alison Deyette,0,1129,1124,5,0,0,48668,48277,391,
10/7/15,syndication-aol-hp-test,961,Beauty,Hair,Zoe Ruderman,0.17,5182,29,5153,862.5,25,371243,1394,369849,34.5
10/7/15,syndication-aol-hp-test,2423,Accessories,Fashion Jewelry,Jamie Krell,0.5,4699,3651,1048,2352,48,202625,151166,51459,49
10/6/15,syndication-aol-hp-test,2254,Accessories,Shoes,Zoe Ruderman,0.6,4520,4446,74,2693,41,194480,191514,2966,65.68
10/6/15,syndication-aol-hp-test,2257,Apparel,Dresses,Alison Deyette,0,1408,1395,13,0,0,65630,64942,688,
10/6/15,syndication-aol-hp-test,961,Beauty,Hair,Zoe Ruderman,0.1,9174,22,9152,931.5,27,663862,929,662933,34.5
10/6/15,syndication-aol-hp-test,2401,Beauty,Nails,Kimmie Kyees,0.12,9611,8142,1469,1176,24,422257,357992,64265,49
10/5/15,syndication-aol-hp-test,2254,Accessories,Shoes,Zoe Ruderman,0.36,6110,6041,69,2178,33,266755,264362,2393,66
10/5/15,syndication-aol-hp-test,2266,Beauty,Oral Care,Zoe Ruderman,0.09,5292,5205,87,450,2,323185,317181,6004,225
10/5/15,syndication-aol-hp-test,2422,Apparel,Outerwear,Zoe Ruderman,0.2,11848,11275,573,2376,22,537243,503974,33269,108
10/5/15,syndication-aol-hp-test,2227,Beauty,Hair,Joy Bergin,0.03,1720,1706,14,48,2,118597,117499,1098,24
10/4/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.79,1055,1030,25,834,6,49403,48129,1274,139
10/4/15,syndication-aol-hp-test,2227,Beauty,Hair,Joy Bergin,0.06,14822,14675,147,892.5,34,1076169,1065695,10474,26.25
10/3/15,syndication-aol-hp-test,2405,Beauty,Tools,Marcy McKenna,0.16,4173,3943,230,650,26,267336,251988,15348,25
10/3/15,syndication-aol-hp-test,2409,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.17,1338,1293,45,234,3,35982,34120,1862,78
10/3/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.24,2918,2833,85,695,5,137767,133131,4636,139
10/3/15,syndication-aol-hp-test,2390,Apparel,Tops,Grasie Mercedes,0.25,9055,8949,106,2295,24,333861,329652,4209,95.63
10/3/15,syndication-aol-hp-test,2399,Health & Fitness,Hydration,Zoe Ruderman,0.19,1589,1521,68,294,7,89804,85375,4429,42
10/2/15,syndication-aol-hp-test,2399,Health & Fitness,Hydration,Zoe Ruderman,0.64,1452,1370,82,924,22,88145,82412,5733,42
10/2/15,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.2,4825,4717,108,975,13,172205,167959,4246,75
10/2/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.38,4358,4272,86,1668,12,196158,192308,3850,139
10/2/15,syndication-aol-hp-test,2409,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.76,12827,12370,457,9794,166,410931,394640,16291,59
10/1/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.46,9350,9173,177,4309,31,426555,417155,9400,139
10/1/15,syndication-aol-hp-test,2399,Health & Fitness,Hydration,Zoe Ruderman,0.52,19571,18614,957,10122,241,1201297,1148139,53158,42
10/1/15,syndication-aol-hp-test,2384,Apparel,Denim,Zoe Ruderman,0.05,1712,1683,29,88,1,72068,70744,1324,88
10/1/15,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.13,33674,33065,609,4275,57,1149707,1126619,23088,75
10/1/15,syndication-aol-hp-test,2131,Home,Cleaning & Laundry Care,Marcy McKenna,0.04,3163,3128,35,132,4,163718,162283,1435,33
10/1/15,syndication-aol-hp-test,2288,Beauty,Skincare,Mikaela South,0.12,2070,2014,56,240,9,219867,214318,5549,26.67
10/1/15,syndication-aol-hp-test,2386,Accessories,Fashion Jewelry,Jamie Krell,0,1637,1592,45,0,0,51980,50182,1798,
9/30/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.3,15228,14937,291,4587,33,674280,659731,14549,139
9/30/15,syndication-aol-hp-test,2385,Home,Storage & Organization,Marcy McKenna,0.09,18674,18485,189,1624,28,813836,803607,10229,58
9/30/15,syndication-aol-hp-test,2288,Beauty,Skincare,Mikaela South,0.19,1734,1685,49,321,12,190154,184741,5413,26.75
9/30/15,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.15,26209,25774,435,3825,51,878796,862032,16764,75
9/30/15,syndication-aol-hp-test,2070,Home,Kitchen & Food,Marcy McKenna,0,1096,1073,23,0,0,62907,61728,1179,
9/29/15,syndication-aol-hp-test,2384,Apparel,Denim,Zoe Ruderman,0.07,1292,1221,71,88,1,56186,51753,4433,88
9/29/15,syndication-aol-hp-test,2386,Accessories,Fashion Jewelry,Jamie Krell,0.26,5032,4532,500,1287,33,207188,185247,21941,39
9/29/15,syndication-aol-hp-test,2070,Home,Kitchen & Food,Marcy McKenna,0.03,14317,14077,240,480,15,809138,797084,12054,32
9/29/15,syndication-aol-hp-test,1972,Accessories,Shoes,Marcy McKenna,0.19,2078,2026,52,390,17,126487,124138,2349,22.94
9/29/15,syndication-aol-hp-test,2288,Beauty,Skincare,Mikaela South,0.15,2301,2261,40,336,13,249144,245394,3750,25.85
9/29/15,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.1,33769,33316,453,3525,47,1138480,1120767,17713,75
9/28/15,syndication-aol-hp-test,1972,Accessories,Shoes,Marcy McKenna,0.17,21431,21000,431,3558,155,1238989,1214364,24625,22.95
9/28/15,syndication-aol-hp-test,2381,Apparel,Sweaters,Alison Deyette,0.19,1015,966,49,196,2,36220,34284,1936,98
9/28/15,syndication-aol-hp-test,2384,Apparel,Denim,Zoe Ruderman,0.12,13442,12859,583,1672,19,652060,620296,31764,88
9/27/15,syndication-aol-hp-test,2326,Home,Kitchen & Food,Marcy McKenna,0.14,12264,11790,474,1700,31,881679,858034,23645,54.84
9/27/15,syndication-aol-hp-test,2118,Beauty,Skincare,Shalini Vadhera,0.13,8859,8806,53,1121,19,418547,415416,3131,59
9/27/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.36,4210,4116,94,1529,11,199566,194689,4877,139
9/26/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.35,9626,9404,222,3336,24,455036,443014,12022,139
9/26/15,syndication-aol-hp-test,2381,Apparel,Sweaters,Alison Deyette,0.24,3745,3367,378,882,9,150511,133547,16964,98
9/25/15,syndication-aol-hp-test,2378,Home,Storage & Organization,Marcy McKenna,0.4,16392,15916,476,6603,52,948813,915250,33563,126.98
9/24/15,syndication-aol-hp-test,2357,Home,Storage & Organization,Marcy McKenna,0.12,1227,1218,9,150,6,55189,54888,301,25
9/24/15,syndication-aol-hp-test,2339,Beauty,Tools,Zoe Ruderman,0.19,1739,1718,21,330,15,166659,165352,1307,22
9/24/15,syndication-aol-hp-test,2398,Apparel,Sweaters,Zoe Ruderman,0.49,7886,7395,491,3874.5,70,427656,396631,31025,55.35
9/23/15,syndication-aol-hp-test,2366,Beauty,Oral Care,Shalini Vadhera,0.23,3772,3707,65,875,35,198078,194564,3514,25
9/23/15,syndication-aol-hp-test,2339,Beauty,Tools,Zoe Ruderman,0.19,59213,58932,281,11379,622,5501874,5481776,20098,18.29
9/23/15,syndication-aol-hp-test,2367,Apparel,Sweaters,Zoe Ruderman,0,1530,1474,56,0,0,72430,69812,2618,
9/22/15,syndication-aol-hp-test,2372,Apparel,Dresses,Alison Deyette,0.36,8790,8633,157,3168,32,546712,536259,10453,99
9/22/15,syndication-aol-hp-test,2367,Apparel,Sweaters,Zoe Ruderman,0.31,1282,1236,46,392,4,59435,57443,1992,98
9/22/15,syndication-aol-hp-test,2357,Home,Storage & Organization,Marcy McKenna,0.09,7748,7738,10,725,29,387339,386724,615,25
9/21/15,syndication-aol-hp-test,648,Health & Fitness,Nutrition & Detox,Mikaela South,0.24,3553,3393,160,839.79,21,159257,152941,6316,39.99
9/21/15,syndication-aol-hp-test,1529,Beauty,Skincare,Jenny Patinkin,0.14,17665,17340,325,2432,81,898461,881698,16763,30.02
9/21/15,syndication-aol-hp-test,2015,Beauty,Makeup,Mikaela South,0.03,1798,1757,41,48,2,91058,89560,1498,24
9/21/15,syndication-aol-hp-test,2357,Home,Storage & Organization,Marcy McKenna,0.09,10877,10854,23,1025,41,564155,563139,1016,25
9/20/15,syndication-aol-hp-test,648,Health & Fitness,Nutrition & Detox,Mikaela South,0.18,28783,27535,1248,5118.72,128,1317877,1269653,48224,39.99
9/20/15,syndication-aol-hp-test,2360,Apparel,Tops,Alison Deyette,0.28,1035,457,578,294,3,63826,30266,33560,98
9/20/15,syndication-aol-hp-test,2247,Apparel,Tops,Alison Deyette,0.03,18412,18346,66,561.5,11,660803,658960,1843,51.05
9/20/15,syndication-aol-hp-test,1390,Beauty,Skincare,Mikaela South,0,1024,1004,20,0,0,35117,34243,874,
9/19/15,syndication-aol-hp-test,2131,Home,Cleaning & Laundry Care,Marcy McKenna,0.06,14121,13987,134,796,25,752097,745051,7046,31.84
9/19/15,syndication-aol-hp-test,648,Health & Fitness,Nutrition & Detox,Mikaela South,0.21,2649,2558,91,559.86,14,117159,113452,3707,39.99
9/19/15,syndication-aol-hp-test,2367,Apparel,Sweaters,Zoe Ruderman,0.72,8497,7803,694,6102,87,533930,489717,44213,70.14
9/19/15,syndication-aol-hp-test,2263,Home,Tech Accessories,Marcy McKenna,0.14,2876,2826,50,395,5,223154,219899,3255,79
9/18/15,syndication-aol-hp-test,2358,Accessories,Bags,Grasie Mercedes,0.39,3272,2967,305,1267,32,150214,135462,14752,39.59
9/18/15,syndication-aol-hp-test,2131,Home,Cleaning & Laundry Care,Marcy McKenna,0.06,12582,12461,121,742,21,625362,619223,6139,35.33
9/18/15,syndication-aol-hp-test,2263,Home,Tech Accessories,Marcy McKenna,0.21,6803,6696,107,1422,18,494502,487866,6636,79
9/18/15,syndication-aol-hp-test,2205,Beauty,Skincare,Sian Richards,0.19,1343,1320,23,250,5,82334,80679,1655,50
9/17/15,syndication-aol-hp-test,2348,Home,Storage & Organization,Marcy McKenna,0.26,1572,1499,73,410,13,112369,107598,4771,31.54
9/17/15,syndication-aol-hp-test,2356,Apparel,Sweaters,Zoe Ruderman,0.62,8591,8083,508,5315,79,470437,444300,26137,67.28
9/16/15,syndication-aol-hp-test,873,Beauty,Skincare,Mikaela South,0.13,2324,2307,17,300,6,132975,131732,1243,50
9/16/15,syndication-aol-hp-test,2351,Accessories,Bags,Zoe Ruderman,0.06,1222,1143,79,78,1,50087,45024,5063,78
9/16/15,syndication-aol-hp-test,2348,Home,Storage & Organization,Marcy McKenna,0.17,42761,41942,819,7359,215,3054161,3001272,52889,34.23
9/15/15,syndication-aol-hp-test,873,Beauty,Skincare,Mikaela South,0.11,2503,2471,32,280,5,142640,140223,2417,56
9/15/15,syndication-aol-hp-test,2351,Accessories,Bags,Zoe Ruderman,0.77,11732,11131,601,9027,153,611843,579395,32448,59
9/14/15,syndication-aol-hp-test,873,Beauty,Skincare,Mikaela South,0.09,2429,2365,64,228,5,120408,112838,7570,45.6
9/14/15,syndication-aol-hp-test,2349,Apparel,Dresses,Zoe Ruderman,0.33,5684,5348,336,1862,19,269169,251743,17426,98
9/14/15,syndication-aol-hp-test,2169,Beauty,Skincare,Zoe Ruderman,0.38,1176,1151,25,445,5,44042,43142,900,89
9/14/15,syndication-aol-hp-test,2329,Health & Fitness,Hydration,Zoe Ruderman,0.41,3289,3139,150,1344,32,168366,162072,6294,42
9/14/15,syndication-aol-hp-test,2362,Beauty,Tools,Marcy McKenna,0.24,7671,7628,43,1841,50,564449,561948,2501,36.82
9/13/15,syndication-aol-hp-test,2329,Health & Fitness,Hydration,Zoe Ruderman,0.33,2015,1923,92,672,16,109490,105923,3567,42
9/13/15,syndication-aol-hp-test,873,Beauty,Skincare,Mikaela South,0.54,5577,5274,303,2990,104,492074,466815,25259,28.75
9/12/15,syndication-aol-hp-test,2307,Accessories,Bags,Marcy McKenna,0.05,8842,8710,132,468,12,590427,579937,10490,39
9/11/15,syndication-aol-hp-test,2344,Apparel,Tops,Tienlyn Jacobson,0.42,12196,11655,541,5071,120,501469,478749,22720,42.26
9/10/15,syndication-aol-hp-test,2311,Apparel,Dresses,Zoe Ruderman,0.34,2665,2631,34,906.5,14,110554,109254,1300,64.75
9/10/15,syndication-aol-hp-test,2343,Accessories,Shoes,Zoe Ruderman,0.59,13529,13141,388,7938,81,631650,609872,21778,98
9/9/15,syndication-aol-hp-test,2329,Health & Fitness,Hydration,Zoe Ruderman,0.52,3345,3205,140,1729.5,41,173359,167726,5633,42.18
9/9/15,syndication-aol-hp-test,2288,Beauty,Skincare,Mikaela South,0.15,4077,4032,45,603,23,451039,447318,3721,26.22
9/9/15,syndication-aol-hp-test,2311,Apparel,Dresses,Zoe Ruderman,0.35,26062,25632,430,9088,134,1277181,1260113,17068,67.82
9/9/15,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.13,74759,73630,1129,9375,125,2469670,2425913,43757,75
9/9/15,syndication-aol-hp-test,2330,Beauty,Hair,Zoe Ruderman,0.06,1289,1224,65,80,4,54862,49863,4999,20
9/8/15,syndication-aol-hp-test,2330,Beauty,Hair,Zoe Ruderman,0.1,4996,4735,261,504,36,259280,242711,16569,14
9/8/15,syndication-aol-hp-test,2329,Health & Fitness,Hydration,Zoe Ruderman,0.54,8664,8237,427,4704,112,404099,387222,16877,42
9/8/15,syndication-aol-hp-test,2325,Home,Travel,Marcy McKenna,0,1154,1133,21,0,0,63088,61670,1418,
9/8/15,syndication-aol-hp-test,2245,Accessories,Fashion Jewelry,Grasie Mercedes,0,1910,1900,10,0,0,62879,62517,362,
9/8/15,syndication-aol-hp-test,1419,Accessories,Fashion Jewelry,Zoe Ruderman,0.42,2048,1988,60,870,15,114685,111447,3238,58
9/8/15,syndication-aol-hp-test,2336,Accessories,Fashion Jewelry,Alison Deyette,0,2645,2609,36,0,0,74030,72860,1170,
9/7/15,syndication-aol-hp-test,2288,Beauty,Skincare,Mikaela South,0.15,13173,12961,212,1956,73,1442910,1423893,19017,26.79
9/7/15,syndication-aol-hp-test,2329,Health & Fitness,Hydration,Zoe Ruderman,0.46,13776,12731,1045,6384,152,711447,665393,46054,42
9/6/15,syndication-aol-hp-test,1929,Apparel,Tops,Tienlyn Jacobson,0.26,6385,6179,206,1666,14,282260,272220,10040,119
9/6/15,syndication-aol-hp-test,2325,Home,Travel,Marcy McKenna,0.03,1116,1094,22,32,1,65138,63533,1605,32
9/5/15,syndication-aol-hp-test,2336,Accessories,Fashion Jewelry,Alison Deyette,0,2636,2579,57,0,0,83029,80929,2100,
9/5/15,syndication-aol-hp-test,1824,Beauty,Skincare,Tracy O'Connor,0.18,13875,13868,7,2550,34,772533,772093,440,75
9/4/15,syndication-aol-hp-test,2273,Accessories,Shoes,Tienlyn Jacobson,0,1084,1079,5,0,0,28903,28770,133,
9/4/15,syndication-aol-hp-test,2326,Home,Kitchen & Food,Marcy McKenna,0.2,24455,23275,1180,4875,92,1745021,1685620,59401,52.99
9/4/15,syndication-aol-hp-test,2274,Accessories,Bags,Zoe Ruderman,0.14,1925,1904,21,264,3,69653,68871,782,88
9/4/15,syndication-aol-hp-test,2336,Accessories,Fashion Jewelry,Alison Deyette,0.19,15521,15025,496,3009,51,539340,521144,18196,59
9/3/15,syndication-aol-hp-test,2175,Beauty,Makeup,Mikaela South,0.07,1225,1177,48,86,4,135234,131300,3934,21.5
9/3/15,syndication-aol-hp-test,2338,Beauty,Skincare,Zoe Ruderman,0.13,3827,3469,358,480,8,188305,165576,22729,60
9/3/15,syndication-aol-hp-test,2325,Home,Travel,Marcy McKenna,0.13,5712,5401,311,736,23,392746,367318,25428,32
9/2/15,syndication-aol-hp-test,2171,Accessories,Fashion Jewelry,Tienlyn Jacobson,0,1130,1126,4,0,0,30729,30528,201,
9/2/15,syndication-aol-hp-test,2304,Accessories,Bags,Zoe Ruderman,0.34,2743,2678,65,936,12,148550,145882,2668,78
9/2/15,syndication-aol-hp-test,2009,Apparel,Bottoms,Tienlyn Jacobson,0,1460,1457,3,0,0,39440,39227,213,
9/2/15,syndication-aol-hp-test,1660,Beauty,Hair,Tracy O'Connor,0.23,31400,30222,1178,7082,155,1711948,1639259,72689,45.69
9/1/15,syndication-aol-hp-test,2304,Accessories,Bags,Zoe Ruderman,0.25,5515,5406,109,1404,18,307019,301057,5962,78
9/1/15,syndication-aol-hp-test,2323,Apparel,Sweaters,Zoe Ruderman,0.73,11316,10496,820,8252.5,138,502126,464830,37296,59.8
8/31/15,syndication-aol-hp-test,2297,Beauty,Tools,Marcy McKenna,0.08,1456,1408,48,118,2,85600,82197,3403,59
8/31/15,syndication-aol-hp-test,796,Home,Kitchen & Food,Keylee Sanders,0,25588,25314,274,0,0,1527576,1511919,15657,
8/31/15,syndication-aol-hp-test,1660,Beauty,Hair,Tracy O'Connor,0.3,2160,2049,111,657,14,114346,107254,7092,46.93
8/31/15,syndication-aol-hp-test,2317,Accessories,Fashion Jewelry,Zoe Ruderman,0.18,9225,8530,695,1684,40,427563,389908,37655,42.1
8/30/15,syndication-aol-hp-test,2291,Beauty,Tools,Zoe Ruderman,0.34,5773,5408,365,1958,22,262016,243938,18078,89
8/30/15,syndication-aol-hp-test,796,Home,Kitchen & Food,Keylee Sanders,0.03,46384,45948,436,1189,41,2910575,2882539,28036,29
8/30/15,syndication-aol-hp-test,2297,Beauty,Tools,Marcy McKenna,0.15,3847,3768,79,590,10,236719,231411,5308,59
8/30/15,syndication-aol-hp-test,1796,Beauty,Hair,Jenny Patinkin,0.09,4114,4065,49,372,11,232165,228949,3216,33.82
8/29/15,syndication-aol-hp-test,1796,Beauty,Hair,Jenny Patinkin,0.09,6858,6756,102,600,15,390110,382636,7474,40
8/29/15,syndication-aol-hp-test,1311,Accessories,Shoes,Zoe Ruderman,0.37,1931,1845,86,715,11,124597,119747,4850,65
8/29/15,syndication-aol-hp-test,2289,Beauty,Hair,Joy Bergin,0.2,7116,7001,115,1404,54,366330,361379,4951,26
8/29/15,syndication-aol-hp-test,796,Home,Kitchen & Food,Keylee Sanders,0.02,38586,38269,317,957,33,2420849,2400748,20101,29
8/29/15,syndication-aol-hp-test,2297,Beauty,Tools,Marcy McKenna,0.24,2904,2500,404,687,12,195040,164866,30174,57.25
8/28/15,syndication-aol-hp-test,1311,Accessories,Shoes,Zoe Ruderman,0.33,26709,25885,824,8849,135,1529618,1481788,47830,65.55
8/28/15,syndication-aol-hp-test,2174,Health & Fitness,Hydration,Zoe Ruderman,0.34,5265,5101,164,1770,44,250194,244122,6072,40.23
8/28/15,syndication-aol-hp-test,2285,Accessories,Fashion Jewelry,Grasie Mercedes,0.49,1208,1191,17,594,3,33551,32967,584,198
8/28/15,syndication-aol-hp-test,2032,Accessories,Shoes,Zoe Ruderman,0.05,12890,12540,350,594,6,588572,574475,14097,99
8/28/15,syndication-aol-hp-test,2258,Apparel,Tops,Tienlyn Jacobson,0.29,3883,3500,383,1131,39,136449,120263,16186,29
8/27/15,syndication-aol-hp-test,2021,Health & Fitness,Exercise,Leandra Rouse,0,1129,1090,39,0,0,58337,56281,2056,
8/27/15,syndication-aol-hp-test,662,Health & Fitness,Exercise,Leandra Rouse,0.11,3445,3445,0,390,3,140211,140211,0,130
8/27/15,syndication-aol-hp-test,2032,Accessories,Shoes,Zoe Ruderman,0.06,1789,1731,58,99,1,80352,77987,2365,99
8/27/15,syndication-aol-hp-test,2174,Health & Fitness,Hydration,Zoe Ruderman,0.25,59571,58305,1266,14625,375,2715294,2671782,43512,39
8/27/15,syndication-aol-hp-test,1151,Beauty,Makeup,Mikaela South,0.08,1764,1745,19,145,5,78360,77440,920,29
8/26/15,syndication-aol-hp-test,662,Health & Fitness,Exercise,Leandra Rouse,0.07,5534,5531,3,390,3,236513,236377,136,130
8/26/15,syndication-aol-hp-test,2285,Accessories,Fashion Jewelry,Grasie Mercedes,0.72,9205,8857,348,6672,48,305326,291131,14195,139
8/25/15,syndication-aol-hp-test,2294,Home,Storage & Organization,Marcy McKenna,0.14,3366,3323,43,475,16,212624,210539,2085,29.69
8/25/15,syndication-aol-hp-test,2307,Accessories,Bags,Marcy McKenna,0.04,6741,6485,256,295,5,407650,391412,16238,59
8/25/15,syndication-aol-hp-test,2295,Beauty,Makeup,Mikaela South,0.15,2643,2603,40,384,12,172856,170074,2782,32
8/25/15,syndication-aol-hp-test,2283,Apparel,Bottoms,Zoe Ruderman,0.21,13641,13532,109,2814,43,629308,624879,4429,65.44
8/24/15,syndication-aol-hp-test,2296,Beauty,Skincare,Zoe Ruderman,0.24,3871,3560,311,935,11,171860,152965,18895,85
8/24/15,syndication-aol-hp-test,2294,Home,Storage & Organization,Marcy McKenna,0.1,22494,22262,232,2235,76,1329309,1315293,14016,29.41
8/24/15,syndication-aol-hp-test,2273,Accessories,Shoes,Tienlyn Jacobson,0.11,1557,1547,10,178,1,44660,44202,458,178
8/23/15,syndication-aol-hp-test,2295,Beauty,Makeup,Mikaela South,0.11,21609,20689,920,2400,84,1693789,1629918,63871,28.57
8/22/15,syndication-aol-hp-test,2294,Home,Storage & Organization,Marcy McKenna,0.12,22932,22437,495,2660,92,1456952,1425162,31790,28.91
8/21/15,syndication-aol-hp-test,1360,Beauty,Hair,Sian Richards,0.1,1312,1289,23,136,6,66571,64985,1586,22.67
8/21/15,syndication-aol-hp-test,1959,Beauty,Hair,Zoe Ruderman,0.72,18099,17767,332,13068,132,1433932,1406307,27625,99
8/20/15,syndication-aol-hp-test,2273,Accessories,Shoes,Tienlyn Jacobson,0.14,2541,2512,29,356,2,76008,75020,988,178
8/20/15,syndication-aol-hp-test,2304,Accessories,Bags,Zoe Ruderman,0.58,20054,19333,721,11622,149,1075234,1037559,37675,78
8/19/15,syndication-aol-hp-test,2273,Accessories,Shoes,Tienlyn Jacobson,0.34,22948,22579,369,7820,45,766617,754624,11993,173.78
8/18/15,syndication-aol-hp-test,1458,Beauty,Bath & Body,Zoe Ruderman,0.18,11493,11316,177,2055,67,603178,594990,8188,30.67
