date,id,author,title,body,star_rating
2013-02-27,R8O4D3O011Z7,Sue,J.K. Rowlings should stick to Harry Potter,"I have never not finished a book, but there is always a first time, and this was it.  I read all of the Harry Potter books and could not get over how well they were written and how fascinating they were to read.",1.0
2013-02-27,R338G2VE6RFJ01,Janet,Very disappointed,"Loved the Harry Potter series, but this one just could not grab my interest.  Maybe I'll try reading it at another time, though.",2.0
2013-02-27,R1LUAIMC4HROW,DW,Fun,"I read this because I was curious. Lots of characters to follow but she writes well and you care about each one of them in the small village. I still remember one character who was ""perennially aquiver"" to discover slights. She is great. And I thank her for turning my kids into readers with Harry Potter.",5.0
2013-02-27,R33L6QTSZPF3DW,Ryan Field,"Well Done, Ms. Rowling","I don't think I could add anything too different from what's already been said about The Casual Vacancy in over three thousand Amazon reviews. I've noticed that the reviews are mixed, and about half either loved the book or half didn't. I'd like to add up front that I did not read anything in the Harry Potter series because I'm not a fan of that genre. I saw a few of the movies and I yawned through them. Once again, because I'm not a fan of that particular genre.",5.0
2013-02-27,RCRLUMG419UDO,Linda,Who wrote this book?,"I could not believe that JK Rowling had written this book. It was juvenile, badly written and had no story at all. I kept reading to the end to find out if I had missed the plot.",1.0
2013-02-26,R33UWCCBIT6N7Y,Bill Douglas,An Exquisitely Meaningful View into Humanity - A True Gem of Literary Art and Heart,"When I first began this book, I was expecting a Harry Potter read. When it wasn't what I expected, I almost put it down. I am so very glad I didn't. This book is a journey deep into the heart of humanity, the compassion and insight Rowlings weaves through the pages is one that will open the heart and broaden the vision of any person who believes in human compassion. So many books today have two-dimensional good guy, bad guy, overtold stories to tell. In The Casual Vacancy Rowling takes us into the complexity of the human heart and through the power of the most real character development and story telling shows what a profound impact human beings can have on one another, for good, or for bad. Anyone with a heart who reads this book will walk away a bigger more conscious person than they were when the started it. It was so difficult to put the book down, I read nothing else until I finished it. I hope that this is only the first of Rowling's post-Potter books, I am so looking forward to the next one.",5.0
2013-02-26,R33RFX9GM14YNK,Dutch Girl 3186,disappointed,"Had to start a list of all of the characters, if I put down the book for a few days I couldn't keep track of who was who. Struggled through to page 100 then gave up.",2.0
2013-02-26,R8LDSBG3LI4WL,Edith A. Walworth,Interesting read,I really enjoyed this book by J.K. Rowling. She does an amazing job weaving together all the characters in this book and developing those characters so that you believe you know them well. This would be a good choice for a book club since Ms. Rowling deals with a variety of topics that would make for interesting discussion.,5.0
2013-02-26,R3FU51V5X3WJKU,KS,Sadly unimpressed,"I wanted to like this book so much, being an avid Harry Potter fan, but I was incredibly bored throughout the book, and it's a bit hard to follow in the beginning because it so rapidly changes characters.",2.0
2013-02-26,R2INLMWY7PJ300,Glass House Reviews,A Study in Craft,"Following the immensely successful Harry Potter series is no easy feat, and I can completely understand Rowling's decision to avoid all similarities to the magical world she created.",4.0
2013-02-26,R3F5W1GY5QY2S,Mrs. Worthington,Not my fav,This book was a little hard to keep up with the characters at first. It was not my favorite. I did not get too excited about reading it each day :(,2.0
2013-02-26,RZLSPDAY2AMBP,Linn Eriksen,Great book,I really liked this book.,4.0
2013-02-25,R3GDZBW0AMVZIX,Chelle,Like reading a tabloid,"I carefully avoided knowing anything about this book before reading it.  I wanted to be completely surprised - and I was.  JK Rowling has a wonderful way of painting vivid pictures with her words, but after completing the book I am left with a number of disturbing pictures in my mind that I would truly rather forget (I think we know what most teenage boys are up to without reading crude, detailed descriptions of what they look at online, images that refuse to leave the mind later).  The book would have been just as effective without the most graphic descriptions.  I am not a people watcher or celebrity stalker - therefore I found the plot (following the lives of several dysfunctional families) rather disinteresting as a topic.  Only a great like Rowling could have made it even as moderately interesting as it was to me, but I can think of many other books I would have rather spent my time reading.  Overall, I was disappointed.",2.0
2013-02-25,R2HMX5JGQGYZDA,Annandale reader,Interesting,I liked the sympathetic portrayal of the residents of the council flats.  The small town politics seemed to ring true.  It was a very ambitious book that followed many characters.  I made a chart to keep track of the characters - who was married to whom with which children.  That's something I don't usually feel the need to do.,4.0
2013-02-25,R3S1AKA4DE0SCW,mawmaw5,Very disappointing.,Was a huge fan of J.K. Rowling's Harry Potter books but not so with this one.  Hard to keep track of the goings on and a slow read.  Put me to sleep.,3.0
2013-02-25,RZWTYVESLEAQ3,janet null,Disappointing,"Started reading it a couple of times but have been unable to get very far, as it's boring and showcases the weaknesses of Rowling's writing, not her strengths for story-telling and wit.  Extremely rare that I don't finish any book I start, but that may be the case with this one.",1.0
2013-02-25,R2RYUG16CGB7Y3,kjawbb,the Casual Vacancy,Excellent book!.  I was pleasantly surprised at the level of this book after having comparing her to the Harry Potter seried.,5.0
2013-02-25,R2Z7VPQSRU8CIP,Ashley,Love it!,"Never disappointed by JK Rowling! Loving the book so far, but of course nothing can surpass Harry Potter. Thank you!",5.0
2013-02-25,R34POYNWGMSFSS,Diane E. Selzam,The Casual Vacancy,"I did not read any of the Harry Potter books, so this was a new author experience for me..honestly, the book was a difficult read for me. The characters were all over the place, not coming together until the end and that was sort of predictable.",3.0
2013-02-24,R2Z0REWRF7844O,Puff Dotty,Don't Waste Your Time.,"After 240 pages of tedious exposition, the plot finally started moving forward. Up until that point I had to force myself to keep reading, in the hopes that it would eventually grab my interest. But after spending 503 pages with a town full of ugly, pathetic, miserable, petty characters - none of which you really root for - the sad, pathetic ending petered out and I realized that this is one of the lousiest stories I've ever read. Don't waste your time.",1.0
